            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
**************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2453947.500000000, A.D. 2006-Jul-31 00:00:00.0000,  9.263284648730332E+07, -1.203421424635736E+08,  1.832771430358291E+03,  2.311848679872784E+01,  1.806884223207961E+01,  7.147257197051005E-04,  5.065681815191753E+02,  1.518653202822237E+08, -2.167179842531709E-01,
2453948.500000000, A.D. 2006-Aug-01 00:00:00.0000,  9.461697910378459E+07, -1.187640764793863E+08,  1.890941727809608E+03,  2.280942947539904E+01,  1.845953929319958E+01,  6.240618970823064E-04,  5.065045145610375E+02,  1.518462334083502E+08, -2.250356982958832E-01,
2453949.500000000, A.D. 2006-Aug-02 00:00:00.0000,  9.657413191774110E+07, -1.171524950099459E+08,  1.939299987912178E+03,  2.249398405221971E+01,  1.884464874185434E+01,  4.879748834927256E-04,  5.064385146227011E+02,  1.518264471246085E+08, -2.329016729495829E-01,
2453950.500000000, A.D. 2006-Aug-03 00:00:00.0000,  9.850376079310527E+07, -1.155078844762833E+08,  1.974038976058364E+03,  2.217233210596961E+01,  1.922408867957404E+01,  3.094142915287534E-04,  5.063703173271114E+02,  1.518060020897347E+08, -2.402784821247483E-01,
2453951.500000000, A.D. 2006-Aug-04 00:00:00.0000,  1.004053375830683E+08, -1.138307376148018E+08,  1.991674243845046E+03,  2.184466221438761E+01,  1.959779584195483E+01,  9.299537219753518E-05,  5.063000687273704E+02,  1.517849420893473E+08, -2.471317087767039E-01,
2453952.500000000, A.D. 2006-Aug-05 00:00:00.0000,  1.022783506938866E+08, -1.121215515659683E+08,  1.989215020835400E+03,  2.151116835791455E+01,  1.996573294331181E+01, -1.543470486717879E-04,  5.062279238012169E+02,  1.517633135846035E+08, -2.534349969596152E-01,
2453953.500000000, A.D. 2006-Aug-06 00:00:00.0000,  1.041223053110320E+08, -1.103808252564770E+08,  1.964396860845387E+03,  2.117204334210458E+01,  2.032789735287924E+01, -4.226155936324361E-04,  5.061540429310484E+02,  1.517411646569365E+08, -2.591790140391243E-01,
2453954.500000000, A.D. 2006-Aug-07 00:00:00.0000,  1.059367227733128E+08, -1.086090560735831E+08,  1.915972867935896E+03,  2.082746544851799E+01,  2.068432814509676E+01, -6.981984852068024E-04,  5.060785852802191E+02,  1.517185430223195E+08, -2.643837899012412E-01,
2453955.500000000, A.D. 2006-Aug-08 00:00:00.0000,  1.077211384916432E+08, -1.068067361689596E+08,  1.844028960429132E+03,  2.047757836309524E+01,  2.103510670352166E+01, -9.639471533153809E-04,  5.060016984167358E+02,  1.516954929205279E+08, -2.691117457486094E-01,
2453956.500000000, A.D. 2006-Aug-09 00:00:00.0000,  1.094750979642064E+08, -1.049743491867254E+08,  1.750247983790934E+03,  2.012246821634901E+01,  2.138034550906842E+01, -1.200348060266698E-03,  5.059235046962173E+02,  1.516720510328535E+08, -2.734760804894054E-01,
2453957.500000000, A.D. 2006-Aug-10 00:00:00.0000,  1.111981509704157E+08, -1.031123685815666E+08,  1.638017001226544E+03,  1.976214606811087E+01,  2.172016259444925E+01, -1.387965939039226E-03,  5.058440866931932E+02,  1.516482421145175E+08, -2.776379784931738E-01,
2453958.500000000, A.D. 2006-Aug-11 00:00:00.0000,  1.128898448538939E+08, -1.012212586380793E+08,  1.512282240822911E+03,  1.939654582700556E+01,  2.205464596573291E+01, -1.510704730829815E-03,  5.057634755713124E+02,  1.516240755081467E+08, -2.817888682786328E-01,
2453959.500000000, A.D. 2006-Aug-12 00:00:00.0000,  1.145497185143589E+08, -9.930147859648456E+07,  1.379124858424067E+03,  1.902554286919270E+01,  2.238381960264791E+01, -1.558796464070866E-03,  5.056816464326825E+02,  1.515995437495408E+08, -2.861209473852826E-01,
2453960.500000000, A.D. 2006-Aug-13 00:00:00.0000,  1.161772987723002E+08, -9.735348915817741E+07,  1.245133974522352E+03,  1.864898870898971E+01,  2.270762422433917E+01, -1.530346365642643E-03,  5.055985226786714E+02,  1.515746238750076E+08, -2.907961535068912E-01,
2453961.500000000, A.D. 2006-Aug-14 00:00:00.0000,  1.177720999752737E+08, -9.537775974875923E+07,  1.116730083860457E+03,  1.826674894842071E+01,  2.302591916066563E+01, -1.430935805478484E-03,  5.055139881330301E+02,  1.515492810557839E+08, -2.959248873318622E-01,
2453962.500000000, A.D. 2006-Aug-15 00:00:00.0000,  1.193336265439030E+08, -9.337477482084854E+07,  9.995934141054749E+02,  1.787873169883634E+01,  2.333850130606046E+01, -1.271727860618910E-03,  5.054279031339581E+02,  1.515234734223152E+08, -3.015599677137532E-01,
2453963.500000000, A.D. 2006-Aug-16 00:00:00.0000,  1.208613773232261E+08, -9.134503814279906E+07,  8.982862966768444E+02,  1.748490071764761E+01,  2.364513096899181E+01, -1.067037650011926E-03,  5.053401203759799E+02,  1.514971568135309E+08, -3.077035179951592E-01,
2453964.500000000, A.D. 2006-Aug-17 00:00:00.0000,  1.223548504613796E+08, -8.928907490752786E+07,  8.160769402608275E+02,  1.708527527992026E+01,  2.394555527840243E+01, -8.322045437605397E-04,  5.052504976776759E+02,  1.514702886045137E+08, -3.143202413308021E-01,
2453965.500000000, A.D. 2006-Aug-18 00:00:00.0000,  1.238135479096071E+08, -8.720743210745874E+07,  7.549186290837824E+02,  1.667992256914000E+01,  2.423952458089156E+01, -5.821461171180431E-04,  5.051589067652289E+02,  1.514428303397408E+08, -3.213509836862006E-01,
2453966.500000000, A.D. 2006-Aug-19 00:00:00.0000,  1.252369791431917E+08, -8.510067781071427E+07,  7.155242612846196E+02,  1.626894798360004E+01,  2.452680171703622E+01, -3.305710074084089E-04,  5.050652385396891E+02,  1.514147493121697E+08, -3.287232704054389E-01,
2453967.500000000, A.D. 2006-Aug-20 00:00:00.0000,  1.266246640767476E+08, -8.296939987048644E+07,  6.974878082387149E+02,  1.585248650395712E+01,  2.480716628381810E+01, -8.964000036471020E-05,  5.049694058474759E+02,  1.513860193938144E+08, -3.363581457351587E-01,
2453968.500000000, A.D. 2006-Aug-21 00:00:00.0000,  1.279761353211275E+08, -8.081420439558113E+07,  6.994238595440984E+02,  1.543069611443831E+01,  2.508041625164002E+01,  1.301457359499381E-04,  5.048713447250282E+02,  1.513566214088815E+08, -3.441741145501973E-01,
2453969.500000000, A.D. 2006-Aug-22 00:00:00.0000,  1.292909399526280E+08, -7.863571413228208E+07,  7.191126955226064E+02,  1.500375298478129E+01,  2.534636860118167E+01,  3.199783629810327E-04,  5.047710147804527E+02,  1.513265432481862E+08, -3.520893824757869E-01,
2453970.500000000, A.D. 2006-Aug-23 00:00:00.0000,  1.305686409156276E+08, -7.643456680267549E+07,  7.536475222446024E+02,  1.457184767729171E+01,  2.560485975791752E+01,  4.727646059574653E-04,  5.046683990526419E+02,  1.512957798269163E+08, -3.600233694038094E-01,
2453971.500000000, A.D. 2006-Aug-24 00:00:00.0000,  1.318088181180169E+08, -7.421141340884693E+07,  7.995833174139261E+02,  1.413518174985226E+01,  2.585574592594173E+01,  5.831392732336127E-04,  5.045635034699907E+02,  1.512643329223600E+08, -3.678980234889767E-01,
2453972.500000000, A.D. 2006-Aug-25 00:00:00.0000,  1.330110692390130E+08, -7.196691652053750E+07,  8.530857030786574E+02,  1.369396448340864E+01,  2.609890308862334E+01,  6.474478333355904E-04,  5.044563559434204E+02,  1.512322109020009E+08, -3.756390315670666E-01,
2453973.500000000, A.D. 2006-Aug-26 00:00:00.0000,  1.341750102621643E+08, -6.970174858642569E+07,  9.100761425197124E+02,  1.324840983528761E+01,  2.633422643378010E+01,  6.636765455514393E-04,  5.043470051460317E+02,  1.511994283576675E+08, -3.831767389836082E-01,
2453974.500000000, A.D. 2006-Aug-27 00:00:00.0000,  1.353002757665001E+08, -6.741659032197869E+07,  9.663687299787998E+02,  1.279873395134357E+01,  2.656162917620439E+01,  6.313300288489643E-04,  5.042355191027323E+02,  1.511660056827140E+08, -3.904465061504674E-01,
2453975.500000000, A.D. 2006-Aug-28 00:00:00.0000,  1.363865190400355E+08, -6.511212921622846E+07,  1.017795039087534E+03,  1.234515359128701E+01,  2.678104105289778E+01,  5.512841284573966E-04,  5.041219837818666E+02,  1.511319686498019E+08, -3.973883237717990E-01,
2453976.500000000, A.D. 2006-Aug-29 00:00:00.0000,  1.374334121040653E+08, -6.278905816398552E+07,  1.060316967565566E+03,  1.188788564475312E+01,  2.699240703069952E+01,  4.256650447214128E-04,  5.040065019031697E+02,  1.510973480535329E+08, -4.039457244626287E-01,
2453977.500000000, A.D. 2006-Aug-30 00:00:00.0000,  1.384406457391146E+08, -6.044807417600361E+07,  1.090132508166134E+03,  1.142714759896794E+01,  2.719568691340167E+01,  2.578170558802384E-04,  5.038891921270201E+02,  1.510621794673936E+08, -4.100643005994553E-01,
2453978.500000000, A.D. 2006-Aug-31 00:00:00.0000,  1.394079295745406E+08, -5.808987705920929E+07,  1.103784737411886E+03,  1.096315841776336E+01,  2.739085653266404E+01,  5.241806142031180E-05,  5.037701886590531E+02,  1.510265031252213E+08, -4.156904288573483E-01,
2453979.500000000, A.D. 2006-Sep-01 00:00:00.0000,  1.403349922376285E+08, -5.571516790640264E+07,  1.098288697939366E+03,  1.049613883223064E+01,  2.757791102373986E+01, -1.842180782762881E-04,  5.036496410880353E+02,  1.509903638725999E+08, -4.207711023550617E-01,
2453980.500000000, A.D. 2006-Sep-02 00:00:00.0000,  1.412215814503620E+08, -5.332464720855936E+07,  1.071292490061373E+03,  1.002630954998336E+01,  2.775687023699339E+01, -4.436586332321468E-04,  5.035277139727163E+02,  1.509538110430016E+08, -4.252560586159557E-01,
2453981.500000000, A.D. 2006-Sep-03 00:00:00.0000,  1.420674638140626E+08, -5.091901243280968E+07,  1.021285035666078E+03,  9.553885486825010E+00,  2.792778545237525E+01, -7.147793991695295E-04,  5.034045853235843E+02,  1.509168980026280E+08, -4.291035369411873E-01,
2453982.500000000, A.D. 2006-Sep-04 00:00:00.0000,  1.428724238556060E+08, -4.849895504033844E+07,  9.478496369235218E+02,  9.079064192446818E+00,  2.809074509315511E+01, -9.833286295055643E-04,  5.032804427723325E+02,  1.508796810020459E+08, -4.322906590595436E-01,
2453983.500000000, A.D. 2006-Sep-05 00:00:00.0000,  1.436362617937685E+08, -4.606515719774774E+07,  8.519358129091561E+02,  8.602007904834043E+00,  2.824587526425877E+01, -1.232017091897575E-03,  5.031554761027159E+02,  1.508422169369934E+08, -4.348280424852334E-01,
2453984.500000000, A.D. 2006-Sep-06 00:00:00.0000,  1.443587895584367E+08, -4.361828885961404E+07,  7.360832931697369E+02,  8.122821865671533E+00,  2.839332973264044E+01, -1.441611461519443E-03,  5.030298653025902E+02,  1.508045597664724E+08, -4.367754317281866E-01,
2453985.500000000, A.D. 2006-Sep-07 00:00:00.0000,  1.450398250235328E+08, -4.115900632575267E+07,  6.044959451071918E+02,  7.641536280922375E+00,  2.853326553998233E+01, -1.593327444632919E-03,  5.029037647386637E+02,  1.507667557684577E+08, -4.382516051694328E-01,
2453986.500000000, A.D. 2006-Sep-08 00:00:00.0000,  1.456791852252271E+08, -3.868795347485259E+07,  4.628604293111712E+02,  7.158102691198529E+00,  2.866580655221710E+01, -1.672229090910804E-03,  5.027772863077377E+02,  1.507288384887664E+08, -4.394303295711903E-01,
2453987.500000000, A.D. 2006-Sep-09 00:00:00.0000,  1.462766802077952E+08, -3.620576629601350E+07,  3.178644826300442E+02,  6.672412795706237E+00,  2.879100607366576E+01, -1.670546297493303E-03,  5.026504863670306E+02,  1.506908248228676E+08, -4.405181616555842E-01,
2453988.500000000, A.D. 2006-Sep-10 00:00:00.0000,  1.468321094288463E+08, -3.371308011459624E+07,  1.764850483220071E+02,  6.184337381159882E+00,  2.890882439110784E+01, -1.589462703501354E-03,  5.025233611787511E+02,  1.506527136501996E+08, -4.417192912692562E-01,
2453989.500000000, A.D. 2006-Sep-11 00:00:00.0000,  1.473452619173312E+08, -3.121053769931905E+07,  4.522266765683889E+01,  5.693771276835996E+00,  2.901913153992628E+01, -1.438528504987602E-03,  5.023958527776725E+02,  1.506144875932246E+08, -4.432009163084493E-01,
2453990.500000000, A.D. 2006-Sep-12 00:00:00.0000,  1.478159199390436E+08, -2.869879609568654E+07, -7.052061486989260E+01,  5.200667118247651E+00,  2.912173243709601E+01, -1.233090277215965E-03,  5.022678630749253E+02,  1.505761172456393E+08, -4.450723522679385E-01,
2453991.500000000, A.D. 2006-Sep-13 00:00:00.0000,  1.482438647188461E+08, -2.617853077809020E+07, -1.668005761131644E+02,  4.705048655976295E+00,  2.921640128413141E+01, -9.910163128079574E-04,  5.021392713273008E+02,  1.505375664095404E+08, -4.473824390186178E-01,
2453992.500000000, A.D. 2006-Sep-14 00:00:00.0000,  1.486288824737681E+08, -2.365043693527113E+07, -2.412231904007494E+02,  4.207005763009422E+00,  2.930291171288033E+01, -7.299505972735432E-04,  5.020099502116980E+02,  1.504987969144225E+08, -4.501305098866767E-01,
2453993.500000000, A.D. 2006-Sep-15 00:00:00.0000,  1.489707695260037E+08, -2.111522861062010E+07, -2.928457823647186E+02,  3.706679698182936E+00,  2.938105581365232E+01, -4.656652617018864E-04,  5.018797777989470E+02,  1.504597722068401E+08, -4.532825097714859E-01,
2453994.500000000, A.D. 2006-Sep-16 00:00:00.0000,  1.492693360309893E+08, -1.857363669224787E+07, -3.219822359932587E+02,  3.204246902771495E+00,  2.945065216687901E+01, -2.114388280407553E-04,  5.017486449793235E+02,  1.504204595765207E+08, -4.567856405084646E-01,
2453995.500000000, A.D. 2006-Sep-17 00:00:00.0000,  1.495244084257215E+08, -1.602640655721303E+07, -3.299857156993821E+02,  2.699906041797661E+00,  2.951154652344616E+01,  2.191122122319200E-05,  5.016164592754068E+02,  1.503808312994311E+08, -4.605785752131338E-01,
2453996.500000000, A.D. 2006-Sep-18 00:00:00.0000,  1.497358309529625E+08, -1.347429582858454E+07, -3.190485861999914E+02,  2.193869573231407E+00,  2.956360909558038E+01,  2.257167149490868E-04,  5.014831463876143E+02,  1.503408651011167E+08, -4.645971086390438E-01,
2453997.500000000, A.D. 2006-Sep-19 00:00:00.0000,  1.499034666314939E+08, -1.091807240724208E+07, -2.920317255244590E+02,  1.686359152291978E+00,  2.960673125277840E+01,  3.931205683578298E-04,  5.013486506326689E+02,  1.503005442881511E+08, -4.687764312084065E-01,
2453998.500000000, A.D. 2006-Sep-20 00:00:00.0000,  1.500271979457932E+08, -8.358512758785525E+06, -2.523194022336975E+02,  1.177603492049200E+00,  2.964082306256490E+01,  5.188345308884124E-04,  5.012129350388190E+02,  1.502598577766819E+08, -4.730514638352929E-01,
2453999.500000000, A.D. 2006-Sep-21 00:00:00.0000,  1.501069274080387E+08, -5.796400358643711E+06, -2.036896669920534E+02,  6.678373510036618E-01,  2.966581209438799E+01,  5.990214304922858E-04,  5.010759814772002E+02,  1.502188001318123E+08, -4.773564371102484E-01,
2454000.500000000, A.D. 2006-Sep-22 00:00:00.0000,  1.501425780449387E+08, -3.232524191761370E+06, -1.501903534277808E+02,  1.573006813751977E-01,  2.968164328629869E+01,  6.312760365236869E-04,  5.009377909250405E+02,  1.501773716465080E+08, -4.816244914004508E-01,
2454001.500000000, A.D. 2006-Sep-23 00:00:00.0000,  1.501340937977516E+08, -6.676772349316573E+05, -9.601420061857789E+01, -3.537625771850901E-01,  2.968827939056201E+01,  6.146558933224355E-04,  5.007983837923200E+02,  1.501355784395269E+08, -4.857876664257991E-01,
2454002.500000000, A.D. 2006-Sep-24 00:00:00.0000,  1.500814397980328E+08,  1.897345105824596E+06, -4.537090405076742E+01, -8.651061539539788E-01,  2.968570149476310E+01,  5.497148676472108E-04,  5.006578001890505E+02,  1.500934325355484E+08, -4.897773040604116E-01,
2454003.500000000, A.D. 2006-Sep-25 00:00:00.0000,  1.499846024876144E+08,  4.461746593541332E+06, -2.357265275670215E+00, -1.376483345273360E+00,  2.967390929492693E+01,  4.385111177551693E-04,  5.005161000407443E+02,  1.500509518997886E+08, -4.935246509361851E-01,
2454004.500000000, A.D. 2006-Sep-26 00:00:00.0000,  1.498435895760322E+08,  7.024731769345825E+06,  2.917213644925505E+01, -1.887648825845645E+00,  2.965292109402407E+01,  2.845895391221376E-04,  5.003733630380386E+02,  1.500081604228999E+08, -4.969613575830207E-01,
2454005.500000000, A.D. 2006-Sep-27 00:00:00.0000,  1.496584298543872E+08,  9.585507558673827E+06,  4.573257032735273E+01, -2.398360141393507E+00,  2.962277380671463E+01,  9.296639955636010E-05,  5.002296884865109E+02,  1.499650878759454E+08, -5.000196499796566E-01,
2454006.500000000, A.D. 2006-Sep-28 00:00:00.0000,  1.494291728931034E+08,  1.214328489526401E+07,  4.433711823914200E+01, -2.908378947767055E+00,  2.958352345429378E+01, -1.298396835078819E-04,  5.000851951564943E+02,  1.499217698653751E+08, -5.026321873518080E-01,
2454007.500000000, A.D. 2006-Sep-29 00:00:00.0000,  1.491558886272875E+08,  1.469728042707358E+07,  2.263084935396910E+01, -3.417472497601143E+00,  2.953524663232152E+01, -3.756898159306132E-04,  4.999400211790361E+02,  1.498782478018353E+08, -5.047319815849874E-01,
2454008.500000000, A.D. 2006-Sep-30 00:00:00.0000,  1.488386667692199E+08,  1.724671839973260E+07, -2.096051904372871E+01, -3.925416356799181E+00,  2.947804314162383E+01, -6.346100138632238E-04,  4.997943238644585E+02,  1.498345688457740E+08, -5.062531870472354E-01,
2454009.500000000, A.D. 2006-Oct-01 00:00:00.0000,  1.484776158847304E+08,  1.979083280378781E+07, -8.706086163967848E+01, -4.431999713544063E+00,  2.941203930542511E+01, -8.945340823807157E-04,  4.996482790244960E+02,  1.497907857042235E+08, -5.071339890615570E-01,
2454010.500000000, A.D. 2006-Oct-02 00:00:00.0000,  1.480728618479785E+08,  2.232886978617394E+07, -1.751550271902233E+02, -4.937034652223967E+00,  2.933739039127676E+01, -1.141160442587719E-03,  4.995020789856005E+02,  1.497469560352033E+08, -5.073230327749255E-01,
2454011.500000000, A.D. 2006-Oct-03 00:00:00.0000,  1.476245452983139E+08,  2.486009012939836E+07, -2.834024325273931E+02, -5.440369933742947E+00,  2.925427913929024E+01, -1.358202891569960E-03,  4.993559281006646E+02,  1.497031411021695E+08, -5.067904434509548E-01,
2454012.500000000, A.D. 2006-Oct-04 00:00:00.0000,  1.471328177607374E+08,  2.738377128937645E+07, -4.085023703463376E+02, -5.941907599544552E+00,  2.916290631066476E+01, -1.528397494865885E-03,  4.992100344553437E+02,  1.496594032876322E+08, -5.055429138682861E-01,
2454013.500000000, A.D. 2006-Oct-05 00:00:00.0000,  1.465978363863702E+08,  2.989920813986400E+07, -5.456897042263299E+02, -6.441617093215646E+00,  2.906346985275324E+01, -1.635535989370496E-03,  4.990645970257337E+02,  1.496158022431242E+08, -5.036392699067896E-01,
2454014.500000000, A.D. 2006-Oct-06 00:00:00.0000,  1.460197578858939E+08,  3.240571142720201E+07, -6.889479309748858E+02, -6.939538240532671E+00,  2.895613340339130E+01, -1.667389557997723E-03,  4.989197891057132E+02,  1.495723899208434E+08, -5.011993824231059E-01,
2454015.500000000, A.D. 2006-Oct-07 00:00:00.0000,  1.453987329945785E+08,  3.490260330462940E+07, -8.314868022408336E+02, -7.435765027193860E+00,  2.884099217146060E+01, -1.618718710162170E-03,  4.987757411276290E+02,  1.495292054234236E+08, -4.983983133595628E-01,
2454016.500000000, A.D. 2006-Oct-08 00:00:00.0000,  1.447349032303025E+08,  3.738921030383135E+07, -9.664373519401997E+02, -7.930409597590895E+00,  2.871805023135568E+01, -1.493072910113469E-03,  4.986325277939206E+02,  1.494862711460928E+08, -4.954424513839708E-01,
2454017.500000000, A.D. 2006-Oct-09 00:00:00.0000,  1.440284012603970E+08,  3.986485530263599E+07, -1.087610211474821E+03, -8.423557379536684E+00,  2.858722126708598E+01, -1.302359876044434E-03,  4.984901640271823E+02,  1.494435915625322E+08, -4.925340778885636E-01,
2454018.500000000, A.D. 2006-Oct-10 00:00:00.0000,  1.432793549017376E+08,  4.232885064830375E+07, -1.190118189990520E+03, -8.915230694487077E+00,  2.844835352388651E+01, -1.064254039539136E-03,  4.983486111631315E+02,  1.494011550814814E+08, -4.898382070542879E-01,
2454019.500000000, A.D. 2006-Oct-11 00:00:00.0000,  1.424878934092592E+08,  4.478049409176741E+07, -1.270721472103149E+03, -9.405373314297867E+00,  2.830126731606821E+01, -7.986164595479295E-04,  4.982077908121526E+02,  1.493589382023251E+08, -4.874639329036832E-01,
2454020.500000000, A.D. 2006-Oct-12 00:00:00.0000,  1.416541541351961E+08,  4.721906793673927E+07, -1.327873568139970E+03, -9.893856412377655E+00,  2.814578962944407E+01, -5.243530605465452E-04,  4.980676014991171E+02,  1.493169105035848E+08, -4.854634859762701E-01,
2454021.500000000, A.D. 2006-Oct-13 00:00:00.0000,  1.407782880505984E+08,  4.964384067155305E+07, -1.361547459818423E+03, -1.038049712638556E+01,  2.798177612226209E+01, -2.575336305117304E-04,  4.979279336046458E+02,  1.492750391221976E+08, -4.838436427157785E-01,
2454022.500000000, A.D. 2006-Oct-14 00:00:00.0000,  1.398604634987192E+08,  5.205406989064214E+07, -1.372956812940538E+03, -1.086507943624028E+01,  2.780911937164168E+01, -1.079563051575860E-05,  4.977886802275669E+02,  1.492332920099983E+08, -4.825813432747625E-01,
2454023.500000000, A.D. 2006-Oct-15 00:00:00.0000,  1.389008682974718E+08,  5.444900547522929E+07, -1.364266198679805E+03, -1.134737081960747E+01,  2.762774751183072E+01,  2.064008697484354E-04,  4.976497437084292E+02,  1.491916398894200E+08, -4.816374733315750E-01,
2454024.500000000, A.D. 2006-Oct-16 00:00:00.0000,  1.378997106717843E+08,  5.682789243045584E+07, -1.338342013537884E+03, -1.182713263867990E+01,  2.743761842913659E+01,  3.871586938597460E-04,  4.975110387920419E+02,  1.491500572015996E+08, -4.809662307611134E-01,
2454025.500000000, A.D. 2006-Oct-17 00:00:00.0000,  1.368572195372736E+08,  5.918997317354909E+07, -1.298558903407305E+03, -1.230412502739412E+01,  2.723871334425325E+01,  5.265157517868602E-04,  4.973724937538003E+02,  1.491085224440414E+08, -4.805200096486499E-01,
2454026.500000000, A.D. 2006-Oct-18 00:00:00.0000,  1.357736445352432E+08,  6.153448932098341E+07, -1.248654167078435E+03, -1.277810808073410E+01,  2.703103184839625E+01,  6.209794713143424E-04,  4.972340506419891E+02,  1.490670182432584E+08, -4.802508656527374E-01,
2454027.500000000, A.D. 2006-Oct-19 00:00:00.0000,  1.346492560584611E+08,  6.386068313960259E+07, -1.192613152436912E+03, -1.324884115401635E+01,  2.681458913103581E+01,  6.682765988408335E-04,  4.970956654345088E+02,  1.490255314017570E+08, -4.801098518711047E-01,
2454028.500000000, A.D. 2006-Oct-20 00:00:00.0000,  1.334843453658027E+08,  6.616779885274473E+07, -1.134567418910563E+03, -1.371608170972214E+01,  2.658941534221975E+01,  6.673012788809274E-04,  4.969573085551285E+02,  1.489840530528064E+08, -4.800453560072508E-01,
2454029.500000000, A.D. 2006-Oct-21 00:00:00.0000,  1.322792247784410E+08,  6.845508396701394E+07, -1.078690647549927E+03, -1.417958471465116E+01,  2.635555660462462E+01,  6.182084936288135E-04,  4.968189659043396E+02,  1.489425789694802E+08, -4.800013168083058E-01,
2454030.500000000, A.D. 2006-Oct-22 00:00:00.0000,  1.310342278818351E+08,  7.072179073310229E+07, -1.029082651834935E+03, -1.463910317216172E+01,  2.611307697947769E+01,  5.225840620877165E-04,  4.966806403441255E+02,  1.489011100097794E+08, -4.799159391075836E-01,
2454031.500000000, A.D. 2006-Oct-23 00:00:00.0000,  1.297497096246127E+08,  7.296717779056281E+07, -9.896379472799599E+02, -1.509438997599959E+01,  2.586206063788373E+01,  3.836210093979275E-04,  4.965423534355363E+02,  1.488596526375442E+08, -4.797212600338178E-01,
2454032.500000000, A.D. 2006-Oct-24 00:00:00.0000,  1.284260462051773E+08,  7.519051198520371E+07, -9.639009485989809E+02, -1.554520091728389E+01,  2.560261359593363E+01,  2.062450184183717E-04,  4.964041471664767E+02,  1.488182194404318E+08, -4.793436401893725E-01,
2454033.500000000, A.D. 2006-Oct-25 00:00:00.0000,  1.270636346629096E+08,  7.739107030257826E+07, -9.549137742109597E+02, -1.599129843758004E+01,  2.533486463085656E+01, -2.842519513990283E-06,  4.962660854234676E+02,  1.487768295711393E+08, -4.787050033791450E-01,
2454034.500000000, A.D. 2006-Oct-26 00:00:00.0000,  1.256628921291753E+08,  7.956814184251308E+07, -9.650639996118844E+02, -1.643245568770578E+01,  2.505896533540557E+01, -2.352039457935717E-04,  4.961282550358463E+02,  1.487355090604472E+08, -4.777245090248898E-01,
2454035.500000000, A.D. 2006-Oct-27 00:00:00.0000,  1.242242547239379E+08,  8.172102976900324E+07, -9.959385787770152E+02, -1.686846066360977E+01,  2.477508954590844E+01, -4.807637930053232E-04,  4.959907663094472E+02,  1.486942909772128E+08, -4.763203955027732E-01,
2454036.500000000, A.D. 2006-Oct-28 00:00:00.0000,  1.227481760873196E+08,  8.384905319439372E+07, -1.048187874387950E+03, -1.729912058531280E+01,  2.448343242629699E+01, -7.279418039569663E-04,  4.958537530071386E+02,  1.486532154225349E+08, -4.744120125781006E-01,
2454037.500000000, A.D. 2006-Oct-29 00:00:00.0000,  1.212351255030336E+08,  8.595154897057047E+07, -1.121402736313641E+03, -1.772426708331578E+01,  2.418420918022018E+01, -9.638275620318382E-04,  4.957173716661932E+02,  1.486123293251076E+08, -4.719225104977469E-01,
2454038.500000000, A.D. 2006-Oct-30 00:00:00.0000,  1.196855855130713E+08,  8.802787333032393E+07, -1.214010703776032E+03, -1.814376289017138E+01,  2.387765267924069E+01, -1.174466591054468E-03,  4.955817999385932E+02,  1.485716859436551E+08, -4.687831169084662E-01,
2454039.500000000, A.D. 2006-Oct-31 00:00:00.0000,  1.181000488769675E+08,  9.007740322221372E+07, -1.323206758044660E+03, -1.855751028034319E+01,  2.356400839943903E+01, -1.345404171411602E-03,  4.954472333321189E+02,  1.485313438899354E+08, -4.649401360455117E-01,
2454040.500000000, A.D. 2006-Nov-01 00:00:00.0000,  1.164790147582027E+08,  9.209953701063393E+07, -1.444949162341654E+03, -1.896546018185117E+01,  2.324352439657292E+01, -1.462680286751450E-03,  4.953138794477813E+02,  1.484913654011661E+08, -4.603653464969271E-01,
2454041.500000000, A.D. 2006-Nov-02 00:00:00.0000,  1.148229842014286E+08,  9.409369402197123E+07, -1.574066320732236E+03, -1.936761874626665E+01,  2.291643442960334E+01, -1.514414608058345E-03,  4.951819488060504E+02,  1.484518135897960E+08, -4.550689413002860E-01,
2454042.500000000, A.D. 2006-Nov-03 00:00:00.0000,  1.131324553379138E+08,  9.605931233947627E+07, -1.704524018131196E+03, -1.976404608435476E+01,  2.258293469495605E+01, -1.492888809933035E-03,  4.950516419568122E+02,  1.484127485791686E+08, -4.491115596429870E-01,
2454043.500000000, A.D. 2006-Nov-04 00:00:00.0000,  1.114079192390287E+08,  9.799584446927941E+07, -1.829877964094281E+03, -2.015484183640793E+01,  2.224315904757463E+01, -1.396635890898779E-03,  4.949231339504193E+02,  1.483742228480594E+08, -4.426094589620184E-01,
2454044.500000000, A.D. 2006-Nov-05 00:00:00.0000,  1.096498576556340E+08,  9.990275112359314E+07, -1.943877355732024E+03, -2.054011630982848E+01,  2.189716194405893E+01, -1.231692779330551E-03,  4.947965590509675E+02,  1.483362766478317E+08, -4.357269082040868E-01,
2454045.500000000, A.D. 2006-Nov-06 00:00:00.0000,  1.078587436756522E+08,  1.017794942179437E+08, -2.041110544785857E+03, -2.091995351164226E+01,  2.154491853313958E+01, -1.011228389114827E-03,  4.946719997381174E+02,  1.482989347052656E+08, -4.286543953356389E-01,
